id,Associated Disease
10025,optic atrophy 5
10026,optic atrophy 9
10027,Optic atrophy polyneuropathy deafness
10028,"optic atrophy with or without deafness, ophthalmoplegia, myopathy, ataxia, and neuropathy"
10029,optic atrophy-intellectual disability syndrome
10030,OPTIC DISC ANOMALIES WITH RETINAL AND/OR MACULAR DYSTROPHY
10031,Optic Disk Disorders
10032,optic disk drusen
10033,"Optic Nerve Aplasia, Bilateral"
10034,optic nerve disease
10035,Optic Nerve Hypoplasia and Abnormalities of the Central Nervous System
10036,"Optic Nerve Hypoplasia, Bilateral"
10037,optic neuritis
10038,oral candidiasis
10039,oral cavity cancer
10040,oral cavity neoplasm
10041,oral cavity squamous cell carcinoma
10042,Oral Dyskinesia
10043,oral mucosa leukoplakia
10044,oral submucous fibrosis
10045,Oral Ulcer
10046,"Oral-facial-digital syndrome, type 2"
10047,Orbital separation excessive
10048,"Organic Brain Syndrome, Nonpsychotic"
10049,Organic Cardiac Disease
10050,"Organic Mental Disorders, Psychotic"
10051,"Organic Mental Disorders, Substance-Induced"
10052,Organoid Nevus Phakomatosis
10053,Organophosphate Poisoning
10054,Organophosphorous Overdose
10055,Organophosphorus Poisoning
10056,Organothiophosphate Poisoning
10057,Organothiophosphonate Poisoning
10058,Orgasmic Disorder
10059,ornithine aminotransferase deficiency
10060,ornithine carbamoyltransferase deficiency
10061,ornithine translocase deficiency
10062,orofacial cleft 10
10063,orofacial cleft 11
10064,orofacial cleft 15
10065,orofacial cleft 5
10066,"orofacial cleft 6, susceptibility to"
10067,orofacial cleft 8
10068,orofaciodigital syndrome
10069,orofaciodigital syndrome 16
10070,orofaciodigital syndrome 17
10071,orofaciodigital syndrome 18
10072,orofaciodigital syndrome I
10073,orofaciodigital syndrome III
10074,orofaciodigital syndrome IV
10075,orofaciodigital syndrome type 14
10076,orofaciodigital syndrome type 6
10077,Orofaciodigital syndrome type1
10078,orofaciodigital syndrome V
10079,orofaciodigital syndrome XV
10080,OROFACIODIGITAL SYNDROME XVI
10081,Orofaciodigital Syndromes
10082,Oropharyngeal Candidiasis
10083,Oropharyngeal Dysphagia
10084,oropharynx cancer
10085,orotic aciduria
10086,OROTIC ACIDURIA WITHOUT MEGALOBLASTIC ANEMIA
10087,Oroticaciduria 1
10088,Orstavik Lindemann Solberg syndrome
10089,Orthomyxoviridae Infections
10090,Orthostatic Headache
10091,Orthostatic hypotension
10092,Orthostatic Intolerance
10093,Osgood-Schlatter disease
10094,Osler-rendu-weber syndrome 2
10095,ossification of the posterior longitudinal ligament of the spine
10096,"Ossification, Heterotopic"
10097,ossifying fibroma
10098,osteitis fibrosa
10099,Osteitis Fibrosa Disseminata
10100,osteoarthritis
10101,Osteoarthritis in Patients at High Ulcer Risk
10102,Osteoarthritis of hip
10103,Osteoarthritis of knee
10104,osteoarthritis susceptibility 1
10105,osteoarthritis susceptibility 2
10106,osteoarthritis susceptibility 3
10107,osteoarthritis susceptibility 5
10108,"osteoarthritis, hip"
10109,"osteoarthritis, knee"
10110,Osteoarthrosis Deformans
10111,Osteoarthrosis of the Knee
10112,osteochondritis dissecans
10113,osteochondrodysplasia
10114,Osteochondroma
10115,osteochondrosis
10116,osteocraniostenosis
10117,osteofibrous dysplasia
10118,"OSTEOFIBROUS DYSPLASIA, SUSCEPTIBILITY TO"
10119,osteogenesis imperfecta
10120,osteogenesis imperfecta type 1
10121,osteogenesis imperfecta type 10
10122,osteogenesis imperfecta type 11
10123,osteogenesis imperfecta type 12
10124,osteogenesis imperfecta type 13
10125,osteogenesis imperfecta type 14
10126,osteogenesis imperfecta type 15
10127,osteogenesis imperfecta type 16
10128,osteogenesis imperfecta type 17
10129,osteogenesis imperfecta type 2
10130,osteogenesis imperfecta type 3
10131,osteogenesis imperfecta type 4
10132,osteogenesis imperfecta type 5
10133,osteogenesis imperfecta type 6
10134,osteogenesis imperfecta type 7
10135,osteogenesis imperfecta type 8
10136,osteogenesis imperfecta type 9
10137,"Osteogenesis imperfecta, dominant perinatal lethal"
10138,"osteogenesis imperfecta, type 18"
10139,"osteogenesis imperfecta, type 19"
10140,"Osteogenesis imperfecta, type 5"
10141,"Osteogenesis imperfecta, type 7"
10142,"OSTEOGENESIS IMPERFECTA, TYPE IX (disorder)"
10143,"Osteogenesis imperfecta, type VIII"
10144,osteoglophonic dwarfism
10145,Osteolysis hereditary multicentric
10146,Osteolytic Bone Metastases of Breast Cancer
10147,Osteolytic Lesions of Multiple Myeloma
10148,osteomalacia
10149,osteomyelitis
10150,osteonecrosis
10151,osteopathia striata with cranial sclerosis
10152,Osteopenia
10153,osteopetrosis
10154,Osteopetrosis - intermediate type
10155,"osteopetrosis, autosomal dominant 3"
10156,"Osteopetrosis, Autosomal Recessive 1"
10157,"OSTEOPETROSIS, AUTOSOMAL RECESSIVE 3"
10158,"Osteopetrosis, Autosomal Recessive 4"
10159,"Osteopetrosis, Autosomal Recessive 5"
10160,"Osteopetrosis, mild autosomal recessive form"
10161,osteopoikilosis
10162,Osteopoikilosis (disorder)
10163,"Osteopoikilosis, Isolated"
10164,osteoporosis
10165,osteoporosis-pseudoglioma syndrome
10166,"Osteoporosis, Age-Related"
10167,"Osteoporosis, Senile"
10168,osteosarcoma
10169,osteosclerosis
10170,osteosclerosis-developmental delay-craniosynostosis syndrome
10171,osteosclerotic metaphyseal dysplasia
10172,Ostium secundum atrial septal defect
10173,Other generalized epilepsy and epileptic syndromes
10174,Other osteochondrodysplasia with defects of growth of tubular bones and spine
10175,Other restrictive cardiomyopathy
10176,otitis externa
10177,Otitis Externa Eczema
10178,Otitis Externa Seborrhea
10179,otitis media
10180,Oto-Palato-digital syndrome type 1
10181,Otocephaly
10182,otodental syndrome
10183,otofaciocervical syndrome
10184,otofaciocervical syndrome 1
10185,otofaciocervical syndrome 2
10186,otopalatodigital syndrome spectrum disorder
10187,otopalatodigital syndrome type 1
10188,otopalatodigital syndrome type 2
10189,"OTOPALATODIGITAL SYNDROME, TYPE II"
10190,otosclerosis
10191,otospondylomegaepiphyseal dysplasia
10192,"otospondylomegaepiphyseal dysplasia, autosomal dominant"
10193,"otospondylomegaepiphyseal dysplasia, autosomal recessive"
10194,"Ovalocytosis, Malaysian-Melanesian-Filipino Type"
10195,ovarian adenocarcinoma
10196,ovarian cancer
10197,"OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1"
10198,"OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 2"
10199,"OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 3"
10200,ovarian carcinoma
10201,ovarian clear cell adenocarcinoma
10202,Ovarian clear cell carcinoma
10203,ovarian cyst
10204,Ovarian Cysts
10205,ovarian disease
10206,ovarian dysgenesis 1
10207,ovarian dysgenesis 2
10208,ovarian dysgenesis 3
10209,ovarian dysgenesis 5
10210,ovarian dysgenesis 6
10211,ovarian endometrioid adenocarcinoma
10212,ovarian epithelial tumor
10213,ovarian granulosa cell tumor
10214,ovarian gynandroblastoma
10215,ovarian hyperstimulation syndrome
10216,"Ovarian Hyperstimulation Syndrome, Familial Gestational Spontaneous"
10217,ovarian mucinous adenocarcinoma
10218,ovarian neoplasm
10219,ovarian serous adenocarcinoma
10220,ovarian Sertoli-Leydig cell tumor
10221,ovarian small cell carcinoma
10222,ovarioleukodystrophy
10223,overactive bladder
10224,Overactive Detrusor
10225,Overdose of cocaine
10226,overgrowth-macrocephaly-facial dysmorphism syndrome
10227,overhydrated hereditary stomatocytosis
10228,Overweight
10229,Ovulation induction
10230,Oxalosis
10231,Oxidative Phosphorylation Deficiencies
10232,oxoglutaricaciduria
10233,Pachygyria
10234,pachygyria-intellectual disability-epilepsy syndrome
10235,Pachymeningitis
10236,pachyonychia congenita
10237,pachyonychia congenita 1
10238,pachyonychia congenita 2
10239,pachyonychia congenita 3
10240,pachyonychia congenita 4
10241,"Pachyonychia Congenita, Jadassohn Lewandowsky Type"
10242,"Pachyonychia Congenita, Type 2 (disorder)"
10243,"Paget disease of bone 2, early-onset"
10244,Paget disease of bone 3
10245,Paget disease of bone 6
10246,Pain
10247,pain agnosia
10248,Pain Disorder
10249,Pain in spine
10250,Pain Sensation Diminished
10251,Pain Treatment Adjunct
10252,Pain with Tension and Anxiety
10253,"Pain, Burning"
10254,"Pain, Crushing"
10255,"Pain, Intractable"
10256,"Pain, Migratory"
10257,"Pain, Postoperative"
10258,"Pain, Splitting"
10259,Painful Paresthesias
10260,palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome
10261,Pallister-hall syndrome
10262,Palmo-Mental Reflex
10263,"PALMOPLANTAR CARCINOMA, MULTIPLE SELF-HEALING"
10264,Palmoplantar Hyperkeratosis And True Hermaphroditism
10265,"PALMOPLANTAR HYPERKERATOSIS WITH SQUAMOUS CELL CARCINOMA OF SKIN AND 46,XX SEX REVERSAL"
10266,Palmoplantar Hyperkeratosis with Squamous Cell Carcinoma of Skin and Sex Reversal
10267,PALMOPLANTAR KERATODERMA AND CONGENITAL ALOPECIA 1
10268,"palmoplantar keratoderma i, striate, focal, or diffuse"
10269,palmoplantar keratoderma-deafness syndrome
10270,palmoplantar keratoderma-esophageal carcinoma syndrome
10271,palmoplantar keratoderma-sclerodactyly syndrome
10272,palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome
10273,"palmoplantar keratoderma, Bothnian type"
10274,"PALMOPLANTAR KERATODERMA, EPIDERMOLYTIC, WITH KNUCKLE PADS (disorder)"
10275,"palmoplantar keratoderma, Nagashima type"
10276,"Palmoplantar Keratoderma, Nonepidermolytic"
10277,"palmoplantar keratoderma, nonepidermolytic, focal 1"
10278,"palmoplantar keratoderma, punctate type 1A"
10279,palmoplantar keratosis
10280,palsy
10281,Panacinar Emphysema
10282,Panayiotopoulos Syndrome
10283,pancreas disease
10284,pancreatic adenocarcinoma
10285,pancreatic agenesis
10286,pancreatic agenesis 1
10287,pancreatic agenesis 2
10288,PANCREATIC AGENESIS AND CONGENITAL HEART DEFECTS
10289,"Pancreatic cancer, adult"
10290,"pancreatic cancer, susceptibility to, 1"
10291,"pancreatic cancer, susceptibility to, 2"
10292,"pancreatic cancer, susceptibility to, 3"
10293,"pancreatic cancer, susceptibility to, 4"
10294,pancreatic cholera
10295,pancreatic colipase deficiency
10296,Pancreatic Diseases
10297,pancreatic ductal adenocarcinoma
10298,pancreatic endocrine carcinoma
10299,pancreatic hypoplasia-diabetes-congenital heart disease syndrome
10300,"Pancreatic Hypoplasia, Congenital, with Diabetes Mellitus and Congenital Heart Disease"
10301,pancreatic insufficiency-anemia-hyperostosis syndrome
10302,pancreatic insulinoma
10303,pancreatic intraductal papillary-mucinous carcinoma
10304,pancreatic intraductal papillary-mucinous neoplasm
10305,pancreatic intraductal papillary-mucinous neoplasm with low grade dysplasia
10306,PANCREATIC LIPASE DEFICIENCY
10307,pancreatic neoplasm
10308,Pancreatic Neuroendocrine Tumor
10309,pancreatic triacylglycerol lipase deficiency
10310,pancreatitis
10311,"Pancreatitis, Calcific"
10312,"PANCREATITIS, CHRONIC, PROTECTION AGAINST"
10313,"PANCREATITIS, CHRONIC, SUSCEPTIBILITY TO"
10314,pancytopenia
10315,pancytopenia due to IKZF1 mutations
10316,pancytopenia-developmental delay syndrome
10317,panhypopituitarism
10318,Panhypopituitarism - X-linked
10319,"panhypopituitarism, X-linked"
10320,Panic Attacks
10321,panic disorder
10322,pantothenate kinase-associated neurodegeneration
10323,papillary adenoma
10324,papillary craniopharyngioma
10325,papillary ependymoma
10326,papillary meningioma
10327,papillary renal cell carcinoma
10328,"Papillary renal cell carcinoma, familial"
10329,papilloma
10330,papillomatosis
10331,Papillomavirus Infections
10332,Papillon-Lefevre disease
10333,paracoccidioidomycosis
10334,Paracousis
10335,paraganglioma
10336,paragangliomas 1
10337,paragangliomas 2
10338,PARAGANGLIOMAS 2 (disorder)
10339,paragangliomas 3
10340,paragangliomas 4
10341,paragangliomas 5
10342,Paragangliomas with Sensorineural Hearing Loss
10343,Parakeratosis Variegata
10344,Paralysed
10345,"Paralysis, Spinal, Quadriplegic"
10346,paralytic ileus
10347,Paramyotonia Congenita (disorder)
10348,paramyotonia congenita of Von Eulenburg
10349,Paramyotonia Congenita Without Cold Paralysis
10350,paranasal sinus carcinoma
10351,Paraneoplastic hyponatremia
10352,Paraneoplastic Opsoclonus-Myoclonus Ataxia
10353,paraneoplastic syndrome
10354,Paranoia
10355,Paranoid delusion
10356,Paranoid Disorders
10357,paranoid schizophrenia
10358,"Paraparesis, Spastic"
10359,paraplegia
10360,"Paraplegia, Ataxic"
10361,"Paraplegia, Cerebral"
10362,"Paraplegia, Flaccid"
10363,"Paraplegia, Spinal"
10364,parapsoriasis
10365,Parapsoriasis en Plaques
10366,Paraquat lung
10367,parasagittal meningioma
10368,parastremmatic dwarfism
10369,"Parathyroid Adenomatosis, Familial Cystic"
10370,Parathyroid Carcinoma with Hypercalcemia
10371,Parathyroid Gland Adenocarcinoma
10372,parathyroid gland adenoma
10373,parathyroid gland carcinoma
10374,Parathyroid Neoplasms
10375,paratuberculosis
10376,Paresis
10377,Paresthesia
10378,"Paresthesia, Distal"
10379,parietal foramina
10380,parietal foramina 1
10381,parietal foramina 2
10382,parietal foramina with cleidocranial dysplasia
10383,Parietal Region Trauma
10384,Paris-Trousseau thrombocytopenia
10385,Parkes Weber syndrome
10386,Parkinson disease
10387,"PARKINSON DISEASE 1, AUTOSOMAL DOMINANT (disorder)"
10388,"Parkinson disease 11, autosomal dominant, susceptibility to"
10389,"Parkinson disease 13, autosomal dominant, susceptibility to"
10390,Parkinson disease 17
10391,"Parkinson disease 18, autosomal dominant, susceptibility to"
10392,"PARKINSON DISEASE 19B, EARLY-ONSET"
10393,Parkinson disease 21
10394,"Parkinson disease 22, autosomal dominant"
10395,"Parkinson disease 5, autosomal dominant, susceptibility to"
10396,"Parkinson Disease 6, Autosomal Recessive Early-Onset"
10397,"PARKINSON DISEASE 6, LATE-ONSET, SUSCEPTIBILITY TO"
10398,"Parkinson Disease, Secondary Vascular"
10399,parkinsonian disorder
10400,Parkinsonian Disorders
10401,parkinsonian-pyramidal syndrome
10402,Parkinsonism
10403,"parkinsonism-dystonia, infantile"
10404,"parkinsonism-dystonia, infantile, 1"
10405,"parkinsonism-dystonia, infantile, 2"
10406,"Parkinsonism, Experimental"
10407,"Parkinsonism, Juvenile"
10408,Paroxysmal atrial fibrillation
10409,Paroxysmal atrial flutter
10410,paroxysmal extreme pain disorder
10411,paroxysmal familial ventricular fibrillation
10412,Paroxysmal hypertension
10413,Paroxysmal kinesigenic choreoathetosis
10414,Paroxysmal Nerve Pain
10415,paroxysmal nocturnal hemoglobinuria 1
10416,paroxysmal nocturnal hemoglobinuria 2
10417,paroxysmal nonkinesigenic dyskinesia
10418,paroxysmal nonkinesigenic dyskinesia 1
10419,Paroxysmal supraventricular tachycardia
10420,Paroxysmal ventricular fibrillation
10421,Partial adenosine deaminase deficiency
10422,partial androgen insensitivity syndrome
10423,Partial androgen resistance
10424,partial atrioventricular canal
10425,partial central choroid dystrophy
10426,Partial Central Diabetes Insipidus
10427,partial chromosome Y deletion
10428,partial epilepsy
10429,Partial Epilepsy Treatment Adjunct
10430,partial fetal alcohol syndrome
10431,partial hydatidiform mole
10432,"partial lipodystrophy, congenital cataracts, and neurodegeneration syndrome"
10433,Partial Monosomy
10434,Partial Trisomy
10435,Partington syndrome
10436,Partington X-linked mental retardation syndrome
10437,Passive Tremor
10438,Pasteurellaceae Infections
10439,"Patella aplasia, coxa vara, tarsal synostosis"
10440,patent ductus arteriosus
10441,patent ductus arteriosus 2
10442,patent ductus arteriosus 3
10443,Patent Ductus Arteriosus Familial
10444,paternal uniparental disomy of chromosome 14
10445,Pathologic Neovascularization
10446,pathologic nystagmus
10447,Pathological accumulation of air in tissues
10448,pathological gambling
10449,Pathological Gastric Hypersecretory Condition
10450,patterned dystrophy of the retinal pigment epithelium
10451,patterned macular dystrophy
10452,patterned macular dystrophy 1
10453,patterned macular dystrophy 2
10454,patterned macular dystrophy 3
10455,PCWH syndrome
10456,peanut allergic reaction
10457,Pearson syndrome
10458,Pediatric Obesity
10459,Pediculus humanus capitis infestation
10460,peeling skin syndrome
10461,peeling skin syndrome 1
10462,peeling skin syndrome 4
10463,peeling skin syndrome 5
10464,peeling skin syndrome type A
10465,peeling skin-leukonuchia-acral punctate keratoses-cheilitis-knuckle pads syndrome
10466,PEHO syndrome
10467,peho-like syndrome
10468,Pelger-Huet anomaly
10469,peliosis hepatis
10470,Pelizaeus-Merzbacher disease
10471,"Pelizaeus-Merzbacher Disease, Atypical"
10472,"Pelizaeus-Merzbacher Disease, Transitional"
10473,pellagra
10474,Pelvic Inflammatory Disease with Neisseria Gonorrhea
10475,pelviscapular dysplasia
10476,"Pemphigoid, Benign Mucous Membrane"
10477,pemphigus
10478,pemphigus foliaceus
10479,pemphigus vulgaris
10480,Pena Shokeir syndrome Type 2
10481,Pena-Shokeir syndrome type I
10482,Pendred syndrome
10483,Pendular Nystagmus
10484,penile cancer
10485,penile disease
10486,penile neoplasm
10487,pentosuria
10488,peptic esophagitis
10489,peptic ulcer disease
10490,Peptic Ulcer Hemorrhage
10491,Peptostreptococcus infection
10492,Peptostreptococcus Peritonitis
10493,PERCHING syndrome
10494,Percussion Myotonia
10495,Percutaneous coronary intervention
10496,perennial allergic rhinitis
10497,Perforation of cornea
10498,periapical periodontitis
10499,pericardial effusion
10500,pericarditis
10501,Pericementitis
10502,perinatal asphyxia
10503,Perinatal Death
10504,perinatal lethal hypophosphatasia
10505,perinatal necrotizing enterocolitis
10506,Perinatal Subarachnoid Hemorrhage
10507,perineurioma
10508,Periodic Alternating Nystagmus
10509,periodic fever syndrome
10510,periodic fever-infantile enterocolitis-autoinflammatory syndrome
10511,Periodic syndrome
10512,periodontal disease
10513,periodontitis
10514,"Periodontitis, Acute Nonsuppurative"
10515,"periodontitis, aggressive 1"
10516,"periodontitis, chronic, adult"
10517,Perioperative hypertension
10518,Perioperative Mydriasis
10519,Perioperative Tachycardia
10520,Periorbital Headache
10521,peripheral arterial disease
10522,Peripheral Arterial Diseases
10523,Peripheral arterial embolism
10524,Peripheral Arterial Thromboembolism Prevention
10525,Peripheral Autonomic Nervous System Diseases
10526,Peripheral edema
10527,Peripheral Edema due to Chronic Heart Failure
10528,Peripheral Mobilization of Hematopoietic Stem Cells
10529,Peripheral Nerve Injuries
10530,Peripheral Nerve Sheath Neoplasm
10531,peripheral nervous system disease
10532,peripheral nervous system neoplasm
10533,Peripheral neuropathic pain
10534,peripheral neuropathy
10535,Peripheral neuropathy with sensorineural hearing impairment syndrome
10536,peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome
10537,peripheral primitive neuroectodermal tumor
10538,peripheral resistance to thyroid hormones
10539,Peripheral T-Cell Lymphoma
10540,peripheral vascular disease
10541,Peripheral Vascular Diseases
10542,Perisylvian syndrome
10543,peritoneal carcinoma
10544,Peritoneal Fibrosis
10545,peritoneal neoplasm
10546,Peritoneal Neoplasms
10547,Peritoneal Sclerosis
10548,Peritoneal Surface Malignancy
10549,peritonitis
10550,"periventricular heterotopia with microcephaly, autosomal recessive"
10551,"Periventricular Heterotopia, X-Linked"
10552,periventricular nodular heterotopia
10553,periventricular nodular heterotopia 6
10554,periventricular nodular heterotopia 7
10555,Perlman syndrome
10556,permanent neonatal diabetes mellitus
10557,permanent neonatal diabetes mellitus 1
10558,permanent neonatal diabetes mellitus-pancreatic and cerebellar agenesis syndrome
10559,Permanent Nystagmus
10560,pernicious anemia
10561,Perniola Krajewska Carnevale syndrome
10562,peroxisomal acyl-CoA oxidase deficiency
10563,peroxisomal disease
10564,"Peroxisomal Dysfunction, General"
10565,"Peroxisomal Dysfunction, Multiple"
10566,"Peroxisomal Dysfunction, Single"
10567,peroxisome biogenesis disorder
10568,peroxisome biogenesis disorder 10A (Zellweger)
10569,peroxisome biogenesis disorder 10B
10570,peroxisome biogenesis disorder 11A (Zellweger)
10571,peroxisome biogenesis disorder 11B
10572,peroxisome biogenesis disorder 12A (Zellweger)
10573,peroxisome biogenesis disorder 13A (Zellweger)
10574,peroxisome biogenesis disorder 14B
10575,peroxisome biogenesis disorder 1A (Zellweger)
10576,peroxisome biogenesis disorder 1B
10577,peroxisome biogenesis disorder 2A (Zellweger)
10578,peroxisome biogenesis disorder 2B
10579,peroxisome biogenesis disorder 3A (Zellweger)
10580,PEROXISOME BIOGENESIS DISORDER 3B
10581,peroxisome biogenesis disorder 4A (Zellweger)
10582,peroxisome biogenesis disorder 4B
10583,peroxisome biogenesis disorder 5A (Zellweger)
10584,peroxisome biogenesis disorder 5B
10585,peroxisome biogenesis disorder 6A (Zellweger)
10586,peroxisome biogenesis disorder 6B
10587,peroxisome biogenesis disorder 7A (Zellweger)
10588,peroxisome biogenesis disorder 7B
10589,peroxisome biogenesis disorder 8A (Zellweger)
10590,peroxisome biogenesis disorder 8B
10591,peroxisome biogenesis disorder 9B
10592,peroxisome biogenesis disorder type 3B
10593,"Peroxisome Biogenesis Disorder, Complementation Group 1"
10594,"PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 10"
10595,"Peroxisome Biogenesis Disorder, Complementation Group 11"
10596,"Peroxisome Biogenesis Disorder, Complementation Group 12"
10597,"Peroxisome Biogenesis Disorder, Complementation Group 13"
10598,"Peroxisome Biogenesis Disorder, Complementation Group 14"
10599,"PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 2"
10600,"Peroxisome Biogenesis Disorder, Complementation Group 3"
10601,"Peroxisome Biogenesis Disorder, Complementation Group 4"
10602,"PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 5"
10603,"Peroxisome Biogenesis Disorder, Complementation Group 6"
10604,"Peroxisome Biogenesis Disorder, Complementation Group 7"
10605,"PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 8"
10606,"Peroxisome Biogenesis Disorder, Complementation Group 9"
10607,"PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP A"
10608,"Peroxisome Biogenesis Disorder, Complementation Group C"
10609,"Peroxisome Biogenesis Disorder, Complementation Group D"
10610,"Peroxisome Biogenesis Disorder, Complementation Group E"
10611,"PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP F"
10612,"Peroxisome Biogenesis Disorder, Complementation Group G"
10613,"Peroxisome Biogenesis Disorder, Complementation Group H"
10614,"Peroxisome Biogenesis Disorder, Complementation Group J"
10615,"Peroxisome Biogenesis Disorder, Complementation Group K"
10616,"Peroxisome Biogenesis Disorder, Complementation Group R"
10617,Peroxisome biogenesis disorders
10618,Perrault syndrome
10619,Perrault syndrome 1
10620,Perrault syndrome 2
10621,Perrault syndrome 3
10622,Perrault syndrome 4
10623,Perrault syndrome 5
10624,Perrault syndrome 6
10625,Perry syndrome
10626,persian gulf syndrome
10627,Persistent atrial fibrillation
10628,Persistent erythema of skin
10629,persistent generalized lymphadenopathy
10630,persistent hyperplastic primary vitreous
10631,"persistent hyperplastic primary vitreous, autosomal recessive"
10632,persistent Mullerian duct syndrome
10633,Persistent Ostium Primum
10634,persistent polyclonal B-cell lymphocytosis
10635,Persistent Tremor
10636,personality disorder
10637,Personality Disorders
10638,Pervasive Development Disorder
10639,pervasive developmental disorder
10640,Peters anomaly
10641,Peters plus syndrome
10642,Petit mal status
10643,Petrous Sinus Thrombophlebitis
10644,Petrous Sinus Thrombosis
10645,Peutz Jehgers polyp
10646,Peutz-Jeghers polyps of small bowel
10647,Peutz-Jeghers syndrome
10648,Peyronie disease
10649,Pfaundler-Hurler Syndrome
10650,Pfeiffer syndrome
10651,Pfeiffer syndrome type 1
10652,Pfeiffer syndrome type 2
10653,Pfeiffer syndrome type 3
10654,Pfeiffer type acrocephalosyndactyly
10655,PGM1-CDG
10656,PGM3-CDG
10657,phaeochromocytoma
10658,phaeohyphomycosis
10659,phagocyte bactericidal dysfunction
10660,phakomatosis cesioflammea
10661,phakomatosis cesiomarmorata
10662,phakomatosis pigmentokeratotica
10663,PHARC syndrome
10664,Pharyngeal Neoplasms
10665,pharyngitis
10666,pharynx cancer
10667,Phelan-McDermid syndrome
10668,phencyclidine abuse
10669,Phencyclidine-Related Disorders
10670,phenylketonuria
10671,Phenylketonuria II
10672,"Phenylketonuria, Maternal"
10673,PHENYLTHIOCARBAMIDE TASTING
10674,Pheochromocytoma
10675,Pheochromocytoma Adjunct Therapy
10676,"PHEOCHROMOCYTOMA, SUSCEPTIBILITY TO"
10677,PHGDH deficiency
10678,Philadelphia Chromosome Positive Chronic Myelocytic Leukemia
10679,Philadelphia chromosome-positive acute lymphoblastic leukemia
10680,Phlegmon
10681,Phobic anxiety disorder
10682,phobic disorder
10683,"phocomelia, Schinzel type"
10684,"Phosphatidylinositol 4,5-Bisphosphate 5-Phosphatase Deficiency"
10685,Phosphoenolpyruvate carboxykinase 2 deficiency
10686,phosphoenolpyruvate carboxykinase deficiency
10687,"phosphoenolpyruvate carboxykinase deficiency, cytosolic"
10688,"phosphoenolpyruvate carboxykinase deficiency, mitochondrial"
10689,Phosphoglycerate kinase 1 deficiency
10690,phosphohydroxylysinuria
10691,phosphoribosylpyrophosphate synthetase superactivity
10692,Photophobia
10693,photosensitive trichothiodystrophy
10694,photosensitivity disease
10695,phyllodes tumor
10696,physiological sexual disorder
10697,Physiological Sexual Disorders
10698,Pick Complex
10699,Pick disease
10700,piebaldism
10701,Pierpont syndrome
10702,Pierre Robin Syndrome
10703,Pierre Robin syndrome with fetal chondrodysplasia
10704,Pierson syndrome
10705,"PIGMENTARY DISORDER, RETICULATE, WITH SYSTEMIC MANIFESTATIONS"
10706,Pigmentation Disorders
10707,pigmented dermatofibrosarcoma protuberans
10708,"pigmented nodular adrenocortical disease, primary, 1"
10709,"PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 1 (disorder)"
10710,"pigmented nodular adrenocortical disease, primary, 2"
10711,"pigmented nodular adrenocortical disease, primary, 3"
10712,"pigmented nodular adrenocortical disease, primary, 4"
10713,pigmented paravenous retinochoroidal atrophy
10714,pigmented villonodular synovitis
10715,Pilarowski-Bjornsson syndrome
10716,Pill Rolling Tremor
10717,pilocytic astrocytoma
10718,pilomatrixoma
10719,Pinprick Sensation Diminished
10720,Pitt-Hopkins syndrome
10721,Pitt-Hopkins-Like Syndrome 1
10722,Pitt-Hopkins-like syndrome 2
10723,pituitary adenocarcinoma
10724,"PITUITARY ADENOMA 1, MULTIPLE TYPES"
10725,"PITUITARY ADENOMA 3, ACTH-SECRETING, SOMATIC"
10726,"PITUITARY ADENOMA 3, GROWTH HORMONE-SECRETING, SOMATIC"
10727,"PITUITARY ADENOMA 3, MULTIPLE TYPES, SOMATIC"
10728,"pituitary adenoma 5, multiple types"
10729,PITUITARY ADENOMA PREDISPOSITION (disorder)
10730,"PITUITARY ADENOMA, FAMILIAL ISOLATED (disorder)"
10731,"pituitary adenoma, growth hormone-secreting, 2"
10732,pituitary apoplexy
10733,pituitary cancer
10734,Pituitary Diseases
10735,pituitary dwarfism
10736,PITUITARY DWARFISM I
10737,Pituitary Function Studies
10738,pituitary gland adenoma
10739,pituitary gland disease
10740,"pituitary hormone deficiency, combined, 1"
10741,"pituitary hormone deficiency, combined, 2"
10742,"pituitary hormone deficiency, combined, 6"
10743,pituitary hypoplasia
10744,pituitary stalk interruption syndrome
10745,pituitary tumor
10746,"PITUITARY TUMOR 3, GROWTH HORMONE-SECRETING, SOMATIC"
10747,pityriasis rubra pilaris
10748,Pityriasis simplex
10749,pityriasis versicolor
10750,placenta disease
10751,Placenta Disorders
10752,placental abruption
10753,placental hemangioma
10754,Placental Steroid Sulfatase Deficiency
10755,Plagiocephaly
